	1	2	3	4	5	6
1367564_at	6.13584848159728	6.01869154051218	5.94862869161576	6.24066771703646	6.02351209080595	6.13617679990757
1367565_a_at	11.7071534406835	11.7918347439623	11.7219699894425	11.212591588061	11.707703690364	11.4442682840004
1367566_at	5.41757536060336	5.29741500883849	5.26412734602286	5.56095718122208	5.35644755441298	5.37310948751345
1367567_at	11.2657013133695	11.3212252986658	11.3299338907289	10.6697455391124	11.2364458106976	11.1911764098109
1367568_a_at	9.61234992107464	9.48911333150562	9.75005123402653	9.05503458632808	9.74344577291109	9.34447210013348
1367569_at	11.7139525298217	11.969973115851	11.6443806416428	11.2618280258363	11.6985630788215	11.6251106086467
1367570_at	5.33770725759551	5.39290067760122	5.53616308868635	5.72948796543147	5.6912886917636	5.54608918924856
1367571_a_at	5.55788153658777	5.35074273795211	5.53316948541514	5.50732540506969	5.50362378271304	5.51452404126517
1367572_at	5.95103490777856	6.22094349450047	6.23265965467501	6.24673984419871	6.21002935183117	6.22094349450047
1367573_at	12.3409762077194	12.4688790902853	12.3316500292669	11.9327986750037	12.2723418196274	12.061988954559
1367574_at	7.95625360659971	7.86939917533383	8.04010851757831	7.76464118688763	7.96737152282287	7.52062983357875
1367575_at	7.49199422432854	7.45770460634226	7.55448806634813	7.42831505547588	7.77063753076321	7.52530290637802
1367576_at	10.2943099023058	10.2613003239554	10.0919060907655	10.5593674647054	11.103116187697	10.9098965012679
1367577_at	5.74439716155659	5.88800514864929	5.9507186183124	6.33650785615884	7.39139343516287	7.23506364372423
1367578_at	8.69993540977666	8.90122133487519	8.79348674014956	8.63612942672429	8.90189261202566	8.92665105667536
1367579_a_at	8.85502224266873	8.98822450257309	9.04600682861111	8.83389421437016	9.28872814134575	8.98424675199373
1367580_at	10.5349435203996	10.6022874281131	10.4705300171876	10.1649969706051	10.5593461196091	10.3448036752686
1367581_a_at	6.43918987069109	6.32953279107159	6.4966621547575	6.62376170311351	6.76189805201774	6.43239947695221
1367582_at	10.189012412403	10.2157911518938	10.1801047584623	9.93947400432221	10.4108478426563	10.094057446419
1367583_at	12.3499161499244	12.457768568386	12.3651450153337	12.2657884147159	12.4495787100331	12.5951733757538
1367584_at	8.02111599119298	8.11624001180338	8.14323239615238	8.42474101520064	8.46695131946853	8.3273469065689
1367585_a_at	8.08727050563511	8.16051836575212	8.18200086575223	7.50776582324124	8.28524975464026	8.01583824319147
1367586_at	7.00233603980831	7.10687737777302	6.79923968550721	6.80009505727873	6.8634721913077	6.76774338149493
1367587_at	5.10265825381807	5.09145213101434	5.0776185625468	5.03510122262731	4.98276247932957	5.04833613115794
1367588_a_at	10.8021716160671	10.6783598074906	10.7987177540108	10.4054853550605	10.5928709602085	10.5922494564199
1367589_at	7.78380540286709	7.7866433512479	7.78268108138741	7.74034393844849	7.89268323902714	7.76544073781972
1367590_at	8.08810181550754	8.24513014033885	7.80263514231774	7.85490742756616	8.37064624528903	7.91055929284453
1367591_at	7.73744230640942	7.92112832366253	7.72205072557474	7.69689270479582	8.04408043381098	8.10722413897442
1367592_at	3.97513286676272	3.91764581352296	3.90782575689999	4.08682622648764	3.89847788262538	3.91868431930797
1367593_at	5.57745931546106	5.39375825754352	5.70850876273018	5.45267239011792	5.69464811802577	5.30624692966364
1367594_at	7.23453672871933	7.36383043793429	7.35444635837089	7.28974283280706	7.63147028443072	7.35849255388467
1367595_s_at	9.59213308671328	9.6780734119531	9.93224910623575	9.23810199276509	9.84502782203532	9.52217427890558
1367596_at	11.1470765938973	11.1652780571685	11.0400472675296	10.8037292428583	11.3581144938676	11.0437229051115
1367597_at	11.8671252320634	11.9764282292926	11.8776880637917	11.4651331899823	11.8165414155474	11.641309346801
1367598_at	7.20266835850094	7.15678005964883	7.15751389901553	7.2379538978459	7.02614736932974	7.23153812767222
1367599_at	9.68483378468302	9.87402460785421	9.89151928833362	9.84166826115749	10.1838053020979	10.066367236314
1367600_at	4.87057057132966	4.97124324990232	5.00584737113463	5.1526357227597	5.19267158163707	4.99544770335346
1367601_at	6.85974303529751	6.82721694823205	7.03913226873806	6.97209228152017	6.87835599575185	6.7654115114234
1367602_at	7.75510178933114	7.5966362721216	7.49463261014489	7.92150583391373	7.57053840410728	7.48725546244299
1367603_at	7.28441697013746	7.01065099769531	7.24269958259011	6.90021975692001	6.94396572332579	6.73674247853342
1367604_at	7.5778312805489	7.74694178583568	7.90825868547944	7.63152827351923	7.85511721478663	7.63686167849679
1367605_at	8.04618782878839	8.10504757381536	8.14000884935979	7.67372944183825	7.77423579187195	7.66673841773892
1367606_at	11.0166495539115	11.107655085091	11.0872995356323	10.6556645511481	11.1083284953009	10.9601425934464
1367607_at	10.1022760188858	10.0651778796729	10.083741231768	9.58960551662085	10.2741875370236	10.1609499345807
1367608_at	5.00025625955937	5.18669705909684	5.05369323067635	5.12086138685582	4.97205941455184	5.16701240612842
1367609_at	7.43094999126665	7.56888793365242	7.38623834033636	7.485165932557	7.81222814666832	7.42484737874117
1367610_at	11.794892241168	11.7643231560209	11.7105272561134	11.440641893642	11.7500969008983	11.6881083857712
1367611_at	6.40800898447522	6.42364375321537	6.44059914672162	6.64033863632734	6.3797686608548	6.53817123548448
1367612_at	5.727655963715	5.77872211864157	5.76105267434703	6.39456190003405	6.01718411356953	5.87434839717825
1367613_at	9.19252953016409	9.45876520368876	9.193281919745	9.07778560822581	9.31196766270199	9.08923357293123
1367614_at	7.18363263626974	6.97024511814438	7.02710760291111	7.203031184239	7.39850649042726	6.97842198632336
1367615_at	4.68083427887486	4.70385624363598	4.69687977798909	4.66284214059428	4.69687977798909	4.77012724830994
1367616_at	4.12972252729192	4.07001689874105	4.07082512228476	4.36499674887452	4.161284563976	4.14656616713803
1367617_at	9.10321034805939	9.2017080225024	9.15044086415508	8.9111994838135	8.93569371655801	8.92040431595259
1367618_a_at	11.5074510643704	11.4641388259597	11.3831441092131	10.8396925676474	11.4438825071563	11.4063486982381
1367619_at	6.34974240816835	6.48581334153659	6.36246796602185	6.06261838928132	6.65632041840951	6.61423973533172
1367620_at	10.1191310223842	10.2366451355359	10.1476045577588	9.30636570178245	10.1176730648245	9.83610394699687
1367621_at	7.52843310089109	7.7475835117102	7.44523645647943	6.73437607915904	7.1159188080563	7.0932376921093
1367622_at	9.80479874419616	9.82628277128829	9.62764294871334	9.27144635153447	9.89417335283985	9.72010720837707
1367623_at	10.9134859202338	11.0603176013793	10.9350225403148	10.69502715285	11.0468122134268	10.6949100525491
1367624_at	10.9171586509388	10.9712737471896	11.0963066396413	10.7121027259506	10.7331400964159	10.4838784318419
1367625_at	12.6850025661198	12.8059680061519	12.6159942894795	12.2906902129082	12.5909100066886	12.5406150825578
1367626_at	5.21591025451165	5.20740083669262	5.26425459287188	5.30574184706883	5.1261664710284	5.24937568479271
1367627_at	10.3120822832745	10.1219048019555	10.3744440622003	10.4110589071326	10.6132912342926	10.8515289508086
1367628_at	6.35600837946931	6.57586037794297	6.77598068225201	6.74592860361146	6.69302461540392	6.13444385974407
1367629_at	9.57242467683435	9.3102833423221	9.45472084632172	9.15649288215788	9.7560127501176	9.35785721915489
1367630_at	11.8107261148784	11.8653992743564	11.7832213797928	11.5009308994332	11.8077886362014	11.6499298026962
1367631_at	4.17735182126594	4.26483407704109	4.1801927848925	4.17879868907304	4.52736753570714	4.32045953145504
1367632_at	8.4460549497392	9.12528070066185	8.56907193025697	8.28263564976234	8.46709589495024	8.41563945609984
1367633_at	8.13430302072916	9.3103872156253	8.20118056659657	7.88041428419456	7.6413769651311	7.40207511247881
1367634_at	12.7086525428841	12.3695576880899	12.5564949942414	11.9476651071892	12.2945650929547	12.5062277361997
1367635_at	12.2196873139491	12.2726952083616	12.0902792021411	11.7851804468932	12.0901007901268	12.1371019505789
1367636_at	7.19468362057974	6.97986568627726	7.05771363599694	7.20379852087862	7.25519614305308	7.28855085435054
1367637_a_at	8.05580431801268	7.90930488957104	7.97374591119794	7.74486765336696	8.02096148449598	8.2287339611183
1367638_at	8.62354503915301	8.7081056288252	8.80947565228645	8.14768830616911	8.20883545095954	8.06266226047231
1367639_a_at	11.0787673387252	11.1894898881079	11.0365275700042	10.7768703694118	11.0873135366901	10.9233874770323
1367640_at	12.1855975277182	12.0824995243255	12.0168788815009	11.8224828581843	12.0260825807186	11.9815291281733
1367641_at	9.09840505454792	9.26789665320493	9.11505293057391	8.73609729199371	8.92994155376508	8.70469400634834
1367642_at	8.24128211662096	8.26856455911607	8.1144298813743	7.39695824302042	8.00343585439028	8.03851946753299
1367643_at	8.99125310122973	9.11549256972642	8.97888220182955	8.88682839880705	9.23729384485988	8.96061453147897
1367644_at	7.9390406473288	8.09967827818466	8.00811925656733	7.96065627792075	8.07248246966551	7.99641724650166
1367645_at	11.9510072148686	11.9472740630943	11.9093655606095	11.6127019927646	11.9284745960151	11.7574134578409
1367646_at	9.94640282680906	10.1078290250135	9.91697035234024	9.606974994673	9.96690681940069	9.61622399894317
1367647_at	8.14580371991184	7.92995659910135	7.936774930546	8.07303353149953	8.1410563675846	7.88083360407868
1367648_at	7.17046315705601	7.0444837516745	7.08309384233968	7.29233995940714	7.1399562702848	7.28185267129356
1367649_at	5.40551928164107	5.23412411217565	5.36535962098275	5.49261266965777	5.53825278714567	5.60033492534738
1367650_at	6.16587905087556	5.92812801849611	6.08897888854826	5.95981180826039	6.29159308403849	6.00755380590733
1367651_at	9.51771266587836	9.6849486814943	9.66583009674389	9.46150314676996	9.520811615154	9.52531027721949
1367652_at	6.55834944344592	6.51597265318994	6.48947334944149	6.69167921652089	6.67091524998391	6.57852262713424
1367653_a_at	9.77078489444893	9.80550321808334	9.6207134264823	9.35782716173323	9.84090486071964	9.73518507335329
1367654_at	6.50787826513821	6.63519914441268	6.58498594726887	6.05694826540077	6.40297243810836	6.47966884859212
1367655_at	3.78172735111412	3.76142652155164	3.82629933406968	3.87695761476181	3.68119764118085	3.89715829896657
1367656_at	7.90106332800476	8.0872140697335	8.04303788562434	7.73623273800952	8.17527929296876	7.96053177798103
1367657_at	9.96608785858399	10.1733176185514	10.1152473543169	9.93158098838523	10.3499363216901	10.1972715845721
1367658_at	7.62303562600466	7.6732839628036	7.66033477636246	7.64414658828445	7.65894472866014	7.63430857554153
1367659_s_at	7.55821619862012	7.60438899047245	7.64217503107934	7.51979562360875	7.62026824397287	7.02445599116474
1367660_at	5.68550242911954	5.64810656279503	5.55262991618762	5.62833611604441	5.50735220514496	5.50406496376315
1367661_at	5.39527899913802	5.45826701067867	5.80150787015614	5.63697831778452	5.84253546805079	5.54163984905504
1367662_at	9.01771742785674	8.96154451360358	8.79061125171317	8.5780043922416	9.11101087288274	8.66927566583801
1367663_at	6.60580696128063	6.69171999523393	6.54475484070738	6.15915876948069	6.36800055772748	6.37870528779522
1367664_at	4.62711704777653	4.79559976244881	4.7197403945705	4.78160394479652	4.67529710076141	4.69382278814485
1367665_at	4.88331692664287	4.94462406359359	4.84455172633391	4.76840869584373	4.96274628514381	4.92841273748534
1367666_at	8.50869257500579	8.3808500611451	8.76716203810885	7.99480235069373	8.6073783584467	8.05082666495293
1367667_at	8.97765432265169	9.30936680298364	8.92674305188623	8.64484025634489	9.34733831572532	8.94700756631564
1367668_a_at	4.43015588171882	4.45872050078853	4.4696205494917	4.27388888964345	4.53586776910429	4.44929193734057
1367669_a_at	8.01754900648559	8.33089916154849	8.03972827741318	7.82252878656474	8.28043572964923	7.83170408964714
1367670_at	6.72817801161963	6.57457301794217	6.87483579176322	6.31365050966011	6.92645401551926	6.52909833695293
1367671_at	6.72531640886725	6.88449489075349	6.6132867743857	6.45615858446598	6.76165730717761	6.74592135426323
1367672_at	7.53286697474509	7.59895328164746	7.56583899602765	7.63848497053757	7.65440752377788	7.51512570584812
1367673_at	8.53736831342488	8.6264279149371	8.41110201932335	7.9302758021118	8.13246364821976	7.9579872429722
1367674_at	8.16552831247369	8.13418936889645	8.02329843295093	8.03501612522226	8.19447291610556	8.07137178583938
1367675_at	6.69857981290524	6.6864978109214	6.73445016537869	6.4550818987264	6.77476572529801	6.48762679943364
1367676_at	4.02364754780262	4.0216735776165	4.09486451960191	3.9367132117774	4.13342535901788	4.09314996537748
1367677_at	7.97471537846073	8.11553268004566	7.92163128450648	8.05965178221523	8.25971641213888	7.98290233232841
1367678_at	8.57949368987394	8.3558920544839	8.10573692026558	8.36067980154505	8.70432053944055	8.4425573810979
1367679_at	8.03825085924179	7.79897386473506	8.21461379270247	7.18014866603528	8.01600680964475	7.84244810686104
1367680_at	7.59716486837227	7.94291703405675	7.89889003436157	7.51404779815745	7.78116743500456	7.43185541047093
1367681_at	8.40070428347753	8.45026188165565	8.61818083572482	8.18787323428014	8.77803009026637	8.37546277781322
1367682_at	6.63877152960794	6.3628531978314	6.54656858145485	6.6258037773628	6.56653658723934	6.75489385872403
1367683_at	5.67252411908999	5.32679553413081	5.50145610960004	5.38233474329521	5.53825278714567	5.45260411653241
1367684_at	4.99733249741343	5.08435906991154	5.07887423736654	5.46002972136646	5.02303130515022	5.24138792300423
1367685_at	11.4687727091688	11.456486846535	11.4057919913533	11.1203226773971	11.5722494634624	11.4258482657615
1367686_at	11.5000227685685	11.2679562978112	11.264239719422	11.3502614556621	11.47171886	11.596441335292
1367687_a_at	7.7321292742747	7.60220217818792	7.47525960248882	7.13280593145224	7.63593212894593	7.86712887286423
1367688_at	7.16952494245926	7.57553171702405	7.4791563392069	7.07555024555061	7.1956623361769	7.32133859606558
1367689_a_at	6.03773074892698	6.29161061723429	6.37900374005808	5.99558456401878	6.50970797602622	5.77673456197769
1367690_at	11.1374139493216	11.208679549046	11.0543665108508	10.8983142279728	11.2372935867241	11.205281032018
1367691_at	5.32752460412736	5.31551040855115	5.48432785272399	5.53919763195068	5.5377895598992	5.29422723098451
1367692_at	4.23023162372329	3.98133247895282	3.99470547036124	4.24279609212889	3.92288321069065	4.05006188049706
1367693_at	7.59038699510744	7.77237910428676	7.98157380114763	7.42561721712234	7.5621659369176	7.36299872604998
1367694_at	8.59209901500891	8.62344031908712	8.74929343313188	8.33423698327504	8.78115114616266	8.45884375838864
1367695_at	8.08107062028292	8.24147793323278	7.70770060696904	7.70320749589881	7.72160005000403	7.41355336553289
1367696_at	8.28140251838258	8.32336523987274	8.3686643223318	8.0727219848911	8.89180488959532	8.2799377460493
1367697_at	7.34116314269132	7.32948656518398	7.54964311705484	7.02944050695471	7.64761925012975	7.32946861271307
1367698_a_at	5.43748817934676	5.3613237965305	5.24502259016785	5.22545822967722	5.33431900511661	5.37361980146733
1367699_at	5.86127375450637	5.93030523324049	5.96312710795853	6.00344785817904	5.80010226959298	5.839528705972
1367700_at	5.16805255361938	5.41758336871786	5.36936120413797	5.3904174694071	5.31637874870136	5.44290117200613
1367701_at	5.67067251637942	5.83472269836451	6.09956711377054	5.74623142997589	5.93016320017959	5.909569721783
1367702_at	8.5100045399991	8.54103515108654	8.46302067771497	8.44467363173229	8.68211550120355	8.59987871193853
1367703_at	6.01277190197846	5.91107497984473	5.86756946862877	6.00155679990268	5.83618316481347	5.97737232325667
1367704_at	7.34357972734898	7.27051103965915	7.56944485863466	6.85587631950802	7.21295686762647	7.16877311946296
1367705_at	6.04706416813752	6.36999356712026	6.01330320151009	6.16258114590542	6.37856870484152	5.98466123743912
1367706_at	9.34743655641736	9.3472644793811	9.37826347886628	8.83428120163823	8.98708533532839	8.80665404601122
1367707_at	6.70250213938813	6.85666048710334	6.89534869826121	7.33694159569789	6.76021936596506	6.74514112983172
1367708_a_at	6.36144188565015	6.51992027017668	6.54295283080507	6.87542455813746	6.37615939526753	6.44916529040967
1367709_at	10.5177182757128	10.5878913758902	10.3750751680423	10.0736968242151	10.440424569271	10.4828554964266
